year,district,neighborhood,type_of_propulsion,number
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Diesel,2456.0
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Electric,85.0
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Gasoline,5092.0
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Others,34.0
2016,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Unknown,90.0
2016,Ciutat Vella,el Gòtic,Diesel,5042.0
2016,Ciutat Vella,el Gòtic,Electric,137.0
2016,Ciutat Vella,el Gòtic,Gasoline,6990.0
2016,Ciutat Vella,el Gòtic,Others,129.0
2016,Ciutat Vella,el Gòtic,Unknown,144.0
2016,Ciutat Vella,el Raval,Diesel,3810.0
2016,Ciutat Vella,el Raval,Electric,28.0
2016,Ciutat Vella,el Raval,Gasoline,7074.0
2016,Ciutat Vella,el Raval,Others,127.0
2016,Ciutat Vella,el Raval,Unknown,209.0
2016,Ciutat Vella,la Barceloneta,Diesel,2178.0
2016,Ciutat Vella,la Barceloneta,Electric,27.0
2016,Ciutat Vella,la Barceloneta,Gasoline,3833.0
2016,Ciutat Vella,la Barceloneta,Others,19.0
2016,Ciutat Vella,la Barceloneta,Unknown,273.0
2016,Eixample,Sant Antoni,Diesel,5643.0
2016,Eixample,Sant Antoni,Electric,38.0
2016,Eixample,Sant Antoni,Gasoline,10872.0
2016,Eixample,Sant Antoni,Others,134.0
2016,Eixample,Sant Antoni,Unknown,136.0
2016,Eixample,el Fort Pienc,Diesel,5511.0
2016,Eixample,el Fort Pienc,Electric,12.0
2016,Eixample,el Fort Pienc,Gasoline,9473.0
2016,Eixample,el Fort Pienc,Others,76.0
2016,Eixample,el Fort Pienc,Unknown,162.0
2016,Eixample,l'Antiga Esquerra de l'Eixample,Diesel,7252.0
2016,Eixample,l'Antiga Esquerra de l'Eixample,Electric,38.0
2016,Eixample,l'Antiga Esquerra de l'Eixample,Gasoline,15275.0
2016,Eixample,l'Antiga Esquerra de l'Eixample,Others,68.0
2016,Eixample,l'Antiga Esquerra de l'Eixample,Unknown,236.0
2016,Eixample,la Dreta de l'Eixample,Diesel,11373.0
2016,Eixample,la Dreta de l'Eixample,Electric,85.0
2016,Eixample,la Dreta de l'Eixample,Gasoline,18545.0
2016,Eixample,la Dreta de l'Eixample,Others,311.0
2016,Eixample,la Dreta de l'Eixample,Unknown,405.0
2016,Eixample,la Nova Esquerra de l'Eixample,Diesel,10228.0
2016,Eixample,la Nova Esquerra de l'Eixample,Electric,34.0
2016,Eixample,la Nova Esquerra de l'Eixample,Gasoline,19737.0
2016,Eixample,la Nova Esquerra de l'Eixample,Others,128.0
2016,Eixample,la Nova Esquerra de l'Eixample,Unknown,487.0
2016,Eixample,la Sagrada Família,Diesel,7974.0
2016,Eixample,la Sagrada Família,Electric,25.0
2016,Eixample,la Sagrada Família,Gasoline,14972.0
2016,Eixample,la Sagrada Família,Others,182.0
2016,Eixample,la Sagrada Família,Unknown,196.0
2016,Gràcia,Vallcarca i els Penitents,Diesel,2760.0
2016,Gràcia,Vallcarca i els Penitents,Electric,7.0
2016,Gràcia,Vallcarca i els Penitents,Gasoline,6138.0
2016,Gràcia,Vallcarca i els Penitents,Others,37.0
2016,Gràcia,Vallcarca i els Penitents,Unknown,76.0
2016,Gràcia,Vila de Gràcia,Diesel,6807.0
2016,Gràcia,Vila de Gràcia,Electric,41.0
2016,Gràcia,Vila de Gràcia,Gasoline,15415.0
2016,Gràcia,Vila de Gràcia,Others,124.0
2016,Gràcia,Vila de Gràcia,Unknown,182.0
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,Diesel,5463.0
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,Electric,9.0
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,Gasoline,11806.0
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,Others,51.0
2016,Gràcia,el Camp d'en Grassot i Gràcia Nova,Unknown,97.0
2016,Gràcia,el Coll,Diesel,1197.0
2016,Gràcia,el Coll,Electric,3.0
2016,Gràcia,el Coll,Gasoline,2489.0
2016,Gràcia,el Coll,Others,12.0
2016,Gràcia,el Coll,Unknown,22.0
2016,Gràcia,la Salut,Diesel,2311.0
2016,Gràcia,la Salut,Electric,5.0
2016,Gràcia,la Salut,Gasoline,5076.0
2016,Gràcia,la Salut,Others,24.0
2016,Gràcia,la Salut,Unknown,41.0
2016,Horta-Guinardó,Can Baró,Diesel,1674.0
2016,Horta-Guinardó,Can Baró,Electric,3.0
2016,Horta-Guinardó,Can Baró,Gasoline,3246.0
2016,Horta-Guinardó,Can Baró,Others,21.0
2016,Horta-Guinardó,Can Baró,Unknown,35.0
2016,Horta-Guinardó,Horta,Diesel,4892.0
2016,Horta-Guinardó,Horta,Electric,0.0
2016,Horta-Guinardó,Horta,Gasoline,8117.0
2016,Horta-Guinardó,Horta,Others,70.0
2016,Horta-Guinardó,Horta,Unknown,86.0
2016,Horta-Guinardó,Montbau,Diesel,907.0
2016,Horta-Guinardó,Montbau,Electric,1.0
2016,Horta-Guinardó,Montbau,Gasoline,1392.0
2016,Horta-Guinardó,Montbau,Others,12.0
2016,Horta-Guinardó,Montbau,Unknown,10.0
2016,Horta-Guinardó,Sant Genís dels Agudells,Diesel,1382.0
2016,Horta-Guinardó,Sant Genís dels Agudells,Electric,3.0
2016,Horta-Guinardó,Sant Genís dels Agudells,Gasoline,2223.0
2016,Horta-Guinardó,Sant Genís dels Agudells,Others,18.0
2016,Horta-Guinardó,Sant Genís dels Agudells,Unknown,22.0
2016,Horta-Guinardó,el Baix Guinardó,Diesel,4204.0
2016,Horta-Guinardó,el Baix Guinardó,Electric,10.0
2016,Horta-Guinardó,el Baix Guinardó,Gasoline,8031.0
2016,Horta-Guinardó,el Baix Guinardó,Others,64.0
2016,Horta-Guinardó,el Baix Guinardó,Unknown,98.0
2016,Horta-Guinardó,el Carmel,Diesel,5399.0
2016,Horta-Guinardó,el Carmel,Electric,2.0
2016,Horta-Guinardó,el Carmel,Gasoline,9242.0
2016,Horta-Guinardó,el Carmel,Others,52.0
2016,Horta-Guinardó,el Carmel,Unknown,103.0
2016,Horta-Guinardó,el Guinardó,Diesel,6285.0
2016,Horta-Guinardó,el Guinardó,Electric,9.0
2016,Horta-Guinardó,el Guinardó,Gasoline,10985.0
2016,Horta-Guinardó,el Guinardó,Others,77.0
2016,Horta-Guinardó,el Guinardó,Unknown,107.0
2016,Horta-Guinardó,la Clota,Diesel,147.0
2016,Horta-Guinardó,la Clota,Electric,1.0
2016,Horta-Guinardó,la Clota,Gasoline,168.0
2016,Horta-Guinardó,la Clota,Others,1.0
2016,Horta-Guinardó,la Clota,Unknown,3.0
2016,Horta-Guinardó,la Font d'en Fargues,Diesel,2029.0
2016,Horta-Guinardó,la Font d'en Fargues,Electric,2.0
2016,Horta-Guinardó,la Font d'en Fargues,Gasoline,3976.0
2016,Horta-Guinardó,la Font d'en Fargues,Others,39.0
2016,Horta-Guinardó,la Font d'en Fargues,Unknown,37.0
2016,Horta-Guinardó,la Teixonera,Diesel,2061.0
2016,Horta-Guinardó,la Teixonera,Electric,2.0
2016,Horta-Guinardó,la Teixonera,Gasoline,3617.0
2016,Horta-Guinardó,la Teixonera,Others,22.0
2016,Horta-Guinardó,la Teixonera,Unknown,34.0
2016,Horta-Guinardó,la Vall d'Hebron,Diesel,1192.0
2016,Horta-Guinardó,la Vall d'Hebron,Electric,0.0
2016,Horta-Guinardó,la Vall d'Hebron,Gasoline,1657.0
2016,Horta-Guinardó,la Vall d'Hebron,Others,11.0
2016,Horta-Guinardó,la Vall d'Hebron,Unknown,24.0
2016,Les Corts,Pedralbes,Diesel,2694.0
2016,Les Corts,Pedralbes,Electric,23.0
2016,Les Corts,Pedralbes,Gasoline,7142.0
2016,Les Corts,Pedralbes,Others,43.0
2016,Les Corts,Pedralbes,Unknown,72.0
2016,Les Corts,la Maternitat i Sant Ramon,Diesel,4776.0
2016,Les Corts,la Maternitat i Sant Ramon,Electric,18.0
2016,Les Corts,la Maternitat i Sant Ramon,Gasoline,8928.0
2016,Les Corts,la Maternitat i Sant Ramon,Others,62.0
2016,Les Corts,la Maternitat i Sant Ramon,Unknown,126.0
2016,Les Corts,les Corts,Diesel,10060.0
2016,Les Corts,les Corts,Electric,80.0
2016,Les Corts,les Corts,Gasoline,18814.0
2016,Les Corts,les Corts,Others,123.0
2016,Les Corts,les Corts,Unknown,198.0
2016,Nou Barris,Can Peguera,Diesel,361.0
2016,Nou Barris,Can Peguera,Electric,0.0
2016,Nou Barris,Can Peguera,Gasoline,581.0
2016,Nou Barris,Can Peguera,Others,5.0
2016,Nou Barris,Can Peguera,Unknown,6.0
2016,Nou Barris,Canyelles,Diesel,1756.0
2016,Nou Barris,Canyelles,Electric,0.0
2016,Nou Barris,Canyelles,Gasoline,1973.0
2016,Nou Barris,Canyelles,Others,31.0
2016,Nou Barris,Canyelles,Unknown,24.0
2016,Nou Barris,Ciutat Meridiana,Diesel,1793.0
2016,Nou Barris,Ciutat Meridiana,Electric,0.0
2016,Nou Barris,Ciutat Meridiana,Gasoline,1879.0
2016,Nou Barris,Ciutat Meridiana,Others,22.0
2016,Nou Barris,Ciutat Meridiana,Unknown,33.0
2016,Nou Barris,Porta,Diesel,4042.0
2016,Nou Barris,Porta,Electric,1.0
2016,Nou Barris,Porta,Gasoline,5761.0
2016,Nou Barris,Porta,Others,48.0
2016,Nou Barris,Porta,Unknown,74.0
2016,Nou Barris,Torre Baró,Diesel,590.0
2016,Nou Barris,Torre Baró,Electric,3.0
2016,Nou Barris,Torre Baró,Gasoline,672.0
2016,Nou Barris,Torre Baró,Others,9.0
2016,Nou Barris,Torre Baró,Unknown,17.0
2016,Nou Barris,Vallbona,Diesel,305.0
2016,Nou Barris,Vallbona,Electric,1.0
2016,Nou Barris,Vallbona,Gasoline,323.0
2016,Nou Barris,Vallbona,Others,12.0
2016,Nou Barris,Vallbona,Unknown,12.0
2016,Nou Barris,Verdun,Diesel,2055.0
2016,Nou Barris,Verdun,Electric,0.0
2016,Nou Barris,Verdun,Gasoline,2658.0
2016,Nou Barris,Verdun,Others,31.0
2016,Nou Barris,Verdun,Unknown,38.0
2016,Nou Barris,Vilapicina i la Torre Llobeta,Diesel,4489.0
2016,Nou Barris,Vilapicina i la Torre Llobeta,Electric,6.0
2016,Nou Barris,Vilapicina i la Torre Llobeta,Gasoline,6714.0
2016,Nou Barris,Vilapicina i la Torre Llobeta,Others,63.0
2016,Nou Barris,Vilapicina i la Torre Llobeta,Unknown,88.0
2016,Nou Barris,el Turó de la Peira,Diesel,1977.0
2016,Nou Barris,el Turó de la Peira,Electric,0.0
2016,Nou Barris,el Turó de la Peira,Gasoline,3154.0
2016,Nou Barris,el Turó de la Peira,Others,16.0
2016,Nou Barris,el Turó de la Peira,Unknown,40.0
2016,Nou Barris,la Guineueta,Diesel,2824.0
2016,Nou Barris,la Guineueta,Electric,0.0
2016,Nou Barris,la Guineueta,Gasoline,3817.0
2016,Nou Barris,la Guineueta,Others,27.0
2016,Nou Barris,la Guineueta,Unknown,57.0
2016,Nou Barris,la Prosperitat,Diesel,4897.0
2016,Nou Barris,la Prosperitat,Electric,7.0
2016,Nou Barris,la Prosperitat,Gasoline,6312.0
2016,Nou Barris,la Prosperitat,Others,64.0
2016,Nou Barris,la Prosperitat,Unknown,84.0
2016,Nou Barris,la Trinitat Nova,Diesel,1147.0
2016,Nou Barris,la Trinitat Nova,Electric,0.0
2016,Nou Barris,la Trinitat Nova,Gasoline,1484.0
2016,Nou Barris,la Trinitat Nova,Others,10.0
2016,Nou Barris,la Trinitat Nova,Unknown,25.0
2016,Nou Barris,les Roquetes,Diesel,2991.0
2016,Nou Barris,les Roquetes,Electric,5.0
2016,Nou Barris,les Roquetes,Gasoline,3506.0
2016,Nou Barris,les Roquetes,Others,56.0
2016,Nou Barris,les Roquetes,Unknown,78.0
2016,Sant Andreu,Baró de Viver,Diesel,449.0
2016,Sant Andreu,Baró de Viver,Electric,0.0
2016,Sant Andreu,Baró de Viver,Gasoline,511.0
2016,Sant Andreu,Baró de Viver,Others,5.0
2016,Sant Andreu,Baró de Viver,Unknown,7.0
2016,Sant Andreu,Navas,Diesel,3777.0
2016,Sant Andreu,Navas,Electric,4.0
2016,Sant Andreu,Navas,Gasoline,6177.0
2016,Sant Andreu,Navas,Others,54.0
2016,Sant Andreu,Navas,Unknown,83.0
2016,Sant Andreu,Sant Andreu,Diesel,10915.0
2016,Sant Andreu,Sant Andreu,Electric,24.0
2016,Sant Andreu,Sant Andreu,Gasoline,15630.0
2016,Sant Andreu,Sant Andreu,Others,139.0
2016,Sant Andreu,Sant Andreu,Unknown,165.0
2016,Sant Andreu,el Bon Pastor,Diesel,3761.0
2016,Sant Andreu,el Bon Pastor,Electric,100.0
2016,Sant Andreu,el Bon Pastor,Gasoline,2989.0
2016,Sant Andreu,el Bon Pastor,Others,173.0
2016,Sant Andreu,el Bon Pastor,Unknown,80.0
2016,Sant Andreu,el Congrés i els Indians,Diesel,2034.0
2016,Sant Andreu,el Congrés i els Indians,Electric,3.0
2016,Sant Andreu,el Congrés i els Indians,Gasoline,3551.0
2016,Sant Andreu,el Congrés i els Indians,Others,41.0
2016,Sant Andreu,el Congrés i els Indians,Unknown,36.0
2016,Sant Andreu,la Sagrera,Diesel,5018.0
2016,Sant Andreu,la Sagrera,Electric,9.0
2016,Sant Andreu,la Sagrera,Gasoline,7660.0
2016,Sant Andreu,la Sagrera,Others,74.0
2016,Sant Andreu,la Sagrera,Unknown,95.0
2016,Sant Andreu,la Trinitat Vella,Diesel,1842.0
2016,Sant Andreu,la Trinitat Vella,Electric,0.0
2016,Sant Andreu,la Trinitat Vella,Gasoline,2017.0
2016,Sant Andreu,la Trinitat Vella,Others,13.0
2016,Sant Andreu,la Trinitat Vella,Unknown,34.0
2016,Sant Martí,Camp de l'Arpa del Clot,Diesel,6267.0
2016,Sant Martí,Camp de l'Arpa del Clot,Electric,9.0
2016,Sant Martí,Camp de l'Arpa del Clot,Gasoline,10729.0
2016,Sant Martí,Camp de l'Arpa del Clot,Others,93.0
2016,Sant Martí,Camp de l'Arpa del Clot,Unknown,130.0
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diesel,2495.0
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Electric,6.0
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Gasoline,3389.0
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Others,42.0
2016,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Unknown,41.0
2016,Sant Martí,Provençals del Poblenou,Diesel,4642.0
2016,Sant Martí,Provençals del Poblenou,Electric,11.0
2016,Sant Martí,Provençals del Poblenou,Gasoline,5668.0
2016,Sant Martí,Provençals del Poblenou,Others,84.0
2016,Sant Martí,Provençals del Poblenou,Unknown,94.0
2016,Sant Martí,Sant Martí de Provençals,Diesel,4605.0
2016,Sant Martí,Sant Martí de Provençals,Electric,2.0
2016,Sant Martí,Sant Martí de Provençals,Gasoline,6895.0
2016,Sant Martí,Sant Martí de Provençals,Others,92.0
2016,Sant Martí,Sant Martí de Provençals,Unknown,92.0
2016,Sant Martí,el Besòs i el Maresme,Diesel,3848.0
2016,Sant Martí,el Besòs i el Maresme,Electric,10.0
2016,Sant Martí,el Besòs i el Maresme,Gasoline,4421.0
2016,Sant Martí,el Besòs i el Maresme,Others,45.0
2016,Sant Martí,el Besòs i el Maresme,Unknown,79.0
2016,Sant Martí,el Clot,Diesel,4719.0
2016,Sant Martí,el Clot,Electric,4.0
2016,Sant Martí,el Clot,Gasoline,7453.0
2016,Sant Martí,el Clot,Others,77.0
2016,Sant Martí,el Clot,Unknown,70.0
2016,Sant Martí,el Parc i la Llacuna del Poblenou,Diesel,3803.0
2016,Sant Martí,el Parc i la Llacuna del Poblenou,Electric,35.0
2016,Sant Martí,el Parc i la Llacuna del Poblenou,Gasoline,4581.0
2016,Sant Martí,el Parc i la Llacuna del Poblenou,Others,69.0
2016,Sant Martí,el Parc i la Llacuna del Poblenou,Unknown,101.0
2016,Sant Martí,el Poblenou,Diesel,6096.0
2016,Sant Martí,el Poblenou,Electric,29.0
2016,Sant Martí,el Poblenou,Gasoline,9019.0
2016,Sant Martí,el Poblenou,Others,103.0
2016,Sant Martí,el Poblenou,Unknown,110.0
2016,Sant Martí,la Verneda i la Pau,Diesel,5685.0
2016,Sant Martí,la Verneda i la Pau,Electric,12.0
2016,Sant Martí,la Verneda i la Pau,Gasoline,7380.0
2016,Sant Martí,la Verneda i la Pau,Others,55.0
2016,Sant Martí,la Verneda i la Pau,Unknown,85.0
2016,Sant Martí,la Vila Olímpica del Poblenou,Diesel,2088.0
2016,Sant Martí,la Vila Olímpica del Poblenou,Electric,16.0
2016,Sant Martí,la Vila Olímpica del Poblenou,Gasoline,3388.0
2016,Sant Martí,la Vila Olímpica del Poblenou,Others,14.0
2016,Sant Martí,la Vila Olímpica del Poblenou,Unknown,35.0
2016,Sants-Montjuïc,Hostafrancs,Diesel,2717.0
2016,Sants-Montjuïc,Hostafrancs,Electric,8.0
2016,Sants-Montjuïc,Hostafrancs,Gasoline,4253.0
2016,Sants-Montjuïc,Hostafrancs,Others,40.0
2016,Sants-Montjuïc,Hostafrancs,Unknown,62.0
2016,Sants-Montjuïc,Sants,Diesel,6287.0
2016,Sants-Montjuïc,Sants,Electric,8.0
2016,Sants-Montjuïc,Sants,Gasoline,11591.0
2016,Sants-Montjuïc,Sants,Others,98.0
2016,Sants-Montjuïc,Sants,Unknown,161.0
2016,Sants-Montjuïc,Sants - Badal,Diesel,3923.0
2016,Sants-Montjuïc,Sants - Badal,Electric,8.0
2016,Sants-Montjuïc,Sants - Badal,Gasoline,6597.0
2016,Sants-Montjuïc,Sants - Badal,Others,51.0
2016,Sants-Montjuïc,Sants - Badal,Unknown,81.0
2016,Sants-Montjuïc,el Poble Sec,Diesel,5288.0
2016,Sants-Montjuïc,el Poble Sec,Electric,23.0
2016,Sants-Montjuïc,el Poble Sec,Gasoline,9247.0
2016,Sants-Montjuïc,el Poble Sec,Others,83.0
2016,Sants-Montjuïc,el Poble Sec,Unknown,127.0
2016,Sants-Montjuïc,la Bordeta,Diesel,3241.0
2016,Sants-Montjuïc,la Bordeta,Electric,26.0
2016,Sants-Montjuïc,la Bordeta,Gasoline,5213.0
2016,Sants-Montjuïc,la Bordeta,Others,43.0
2016,Sants-Montjuïc,la Bordeta,Unknown,58.0
2016,Sants-Montjuïc,la Font de la Guatlla,Diesel,1728.0
2016,Sants-Montjuïc,la Font de la Guatlla,Electric,3.0
2016,Sants-Montjuïc,la Font de la Guatlla,Gasoline,3057.0
2016,Sants-Montjuïc,la Font de la Guatlla,Others,25.0
2016,Sants-Montjuïc,la Font de la Guatlla,Unknown,63.0
2016,Sants-Montjuïc,la Marina de Port,Diesel,6157.0
2016,Sants-Montjuïc,la Marina de Port,Electric,7.0
2016,Sants-Montjuïc,la Marina de Port,Gasoline,8012.0
2016,Sants-Montjuïc,la Marina de Port,Others,118.0
2016,Sants-Montjuïc,la Marina de Port,Unknown,115.0
2016,Sants-Montjuïc,la Marina del Prat Vermell,Diesel,5616.0
2016,Sants-Montjuïc,la Marina del Prat Vermell,Electric,480.0
2016,Sants-Montjuïc,la Marina del Prat Vermell,Gasoline,1199.0
2016,Sants-Montjuïc,la Marina del Prat Vermell,Others,1164.0
2016,Sants-Montjuïc,la Marina del Prat Vermell,Unknown,439.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diesel,10414.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Electric,48.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Gasoline,27135.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Others,159.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Unknown,295.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Diesel,4769.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Electric,27.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Gasoline,13285.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Others,64.0
2016,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Unknown,117.0
2016,Sarrià-Sant Gervasi,Sarrià,Diesel,4773.0
2016,Sarrià-Sant Gervasi,Sarrià,Electric,33.0
2016,Sarrià-Sant Gervasi,Sarrià,Gasoline,11931.0
2016,Sarrià-Sant Gervasi,Sarrià,Others,62.0
2016,Sarrià-Sant Gervasi,Sarrià,Unknown,126.0
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Diesel,1009.0
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Electric,4.0
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Gasoline,1998.0
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Others,8.0
2016,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Unknown,29.0
2016,Sarrià-Sant Gervasi,el Putget i Farró,Diesel,4771.0
2016,Sarrià-Sant Gervasi,el Putget i Farró,Electric,26.0
2016,Sarrià-Sant Gervasi,el Putget i Farró,Gasoline,13094.0
2016,Sarrià-Sant Gervasi,el Putget i Farró,Others,38.0
2016,Sarrià-Sant Gervasi,el Putget i Farró,Unknown,106.0
2016,Sarrià-Sant Gervasi,les Tres Torres,Diesel,3383.0
2016,Sarrià-Sant Gervasi,les Tres Torres,Electric,36.0
2016,Sarrià-Sant Gervasi,les Tres Torres,Gasoline,8494.0
2016,Sarrià-Sant Gervasi,les Tres Torres,Others,37.0
2016,Sarrià-Sant Gervasi,les Tres Torres,Unknown,79.0
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Diesel,2449.0
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Electric,731.0
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Gasoline,5210.0
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Others,35.0
2017,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Unknown,77.0
2017,Ciutat Vella,el Gòtic,Diesel,5114.0
2017,Ciutat Vella,el Gòtic,Electric,188.0
2017,Ciutat Vella,el Gòtic,Gasoline,6915.0
2017,Ciutat Vella,el Gòtic,Others,127.0
2017,Ciutat Vella,el Gòtic,Unknown,161.0
2017,Ciutat Vella,el Raval,Diesel,3871.0
2017,Ciutat Vella,el Raval,Electric,31.0
2017,Ciutat Vella,el Raval,Gasoline,7228.0
2017,Ciutat Vella,el Raval,Others,61.0
2017,Ciutat Vella,el Raval,Unknown,140.0
2017,Ciutat Vella,la Barceloneta,Diesel,2161.0
2017,Ciutat Vella,la Barceloneta,Electric,20.0
2017,Ciutat Vella,la Barceloneta,Gasoline,3891.0
2017,Ciutat Vella,la Barceloneta,Others,23.0
2017,Ciutat Vella,la Barceloneta,Unknown,252.0
2017,Eixample,Sant Antoni,Diesel,5489.0
2017,Eixample,Sant Antoni,Electric,55.0
2017,Eixample,Sant Antoni,Gasoline,11021.0
2017,Eixample,Sant Antoni,Others,139.0
2017,Eixample,Sant Antoni,Unknown,105.0
2017,Eixample,el Fort Pienc,Diesel,5380.0
2017,Eixample,el Fort Pienc,Electric,19.0
2017,Eixample,el Fort Pienc,Gasoline,9606.0
2017,Eixample,el Fort Pienc,Others,79.0
2017,Eixample,el Fort Pienc,Unknown,130.0
2017,Eixample,l'Antiga Esquerra de l'Eixample,Diesel,7249.0
2017,Eixample,l'Antiga Esquerra de l'Eixample,Electric,53.0
2017,Eixample,l'Antiga Esquerra de l'Eixample,Gasoline,15465.0
2017,Eixample,l'Antiga Esquerra de l'Eixample,Others,73.0
2017,Eixample,l'Antiga Esquerra de l'Eixample,Unknown,203.0
2017,Eixample,la Dreta de l'Eixample,Diesel,11340.0
2017,Eixample,la Dreta de l'Eixample,Electric,134.0
2017,Eixample,la Dreta de l'Eixample,Gasoline,18665.0
2017,Eixample,la Dreta de l'Eixample,Others,321.0
2017,Eixample,la Dreta de l'Eixample,Unknown,360.0
2017,Eixample,la Nova Esquerra de l'Eixample,Diesel,10101.0
2017,Eixample,la Nova Esquerra de l'Eixample,Electric,40.0
2017,Eixample,la Nova Esquerra de l'Eixample,Gasoline,19796.0
2017,Eixample,la Nova Esquerra de l'Eixample,Others,126.0
2017,Eixample,la Nova Esquerra de l'Eixample,Unknown,435.0
2017,Eixample,la Sagrada Família,Diesel,7925.0
2017,Eixample,la Sagrada Família,Electric,72.0
2017,Eixample,la Sagrada Família,Gasoline,15234.0
2017,Eixample,la Sagrada Família,Others,182.0
2017,Eixample,la Sagrada Família,Unknown,164.0
2017,Gràcia,Vallcarca i els Penitents,Diesel,2715.0
2017,Gràcia,Vallcarca i els Penitents,Electric,14.0
2017,Gràcia,Vallcarca i els Penitents,Gasoline,6253.0
2017,Gràcia,Vallcarca i els Penitents,Others,32.0
2017,Gràcia,Vallcarca i els Penitents,Unknown,54.0
2017,Gràcia,Vila de Gràcia,Diesel,6840.0
2017,Gràcia,Vila de Gràcia,Electric,48.0
2017,Gràcia,Vila de Gràcia,Gasoline,15646.0
2017,Gràcia,Vila de Gràcia,Others,108.0
2017,Gràcia,Vila de Gràcia,Unknown,128.0
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,Diesel,5253.0
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,Electric,11.0
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,Gasoline,11947.0
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,Others,53.0
2017,Gràcia,el Camp d'en Grassot i Gràcia Nova,Unknown,81.0
2017,Gràcia,el Coll,Diesel,1204.0
2017,Gràcia,el Coll,Electric,4.0
2017,Gràcia,el Coll,Gasoline,2554.0
2017,Gràcia,el Coll,Others,10.0
2017,Gràcia,el Coll,Unknown,18.0
2017,Gràcia,la Salut,Diesel,2239.0
2017,Gràcia,la Salut,Electric,5.0
2017,Gràcia,la Salut,Gasoline,5122.0
2017,Gràcia,la Salut,Others,22.0
2017,Gràcia,la Salut,Unknown,43.0
2017,Horta-Guinardó,Can Baró,Diesel,1680.0
2017,Horta-Guinardó,Can Baró,Electric,6.0
2017,Horta-Guinardó,Can Baró,Gasoline,3338.0
2017,Horta-Guinardó,Can Baró,Others,21.0
2017,Horta-Guinardó,Can Baró,Unknown,27.0
2017,Horta-Guinardó,Horta,Diesel,4723.0
2017,Horta-Guinardó,Horta,Electric,4.0
2017,Horta-Guinardó,Horta,Gasoline,8260.0
2017,Horta-Guinardó,Horta,Others,69.0
2017,Horta-Guinardó,Horta,Unknown,62.0
2017,Horta-Guinardó,Montbau,Diesel,887.0
2017,Horta-Guinardó,Montbau,Electric,1.0
2017,Horta-Guinardó,Montbau,Gasoline,1406.0
2017,Horta-Guinardó,Montbau,Others,8.0
2017,Horta-Guinardó,Montbau,Unknown,8.0
2017,Horta-Guinardó,Sant Genís dels Agudells,Diesel,1344.0
2017,Horta-Guinardó,Sant Genís dels Agudells,Electric,5.0
2017,Horta-Guinardó,Sant Genís dels Agudells,Gasoline,2257.0
2017,Horta-Guinardó,Sant Genís dels Agudells,Others,19.0
2017,Horta-Guinardó,Sant Genís dels Agudells,Unknown,16.0
2017,Horta-Guinardó,el Baix Guinardó,Diesel,4108.0
2017,Horta-Guinardó,el Baix Guinardó,Electric,16.0
2017,Horta-Guinardó,el Baix Guinardó,Gasoline,8083.0
